Year_Month,Location,Card_type,Trip
2021-04,QVB Light Rail,Child/Youth,10494
2021-04,QVB Light Rail,Concession,7722
2021-04,QVB Light Rail,Day Pass without SAF,2
2021-04,QVB Light Rail,Employee,496
2021-04,QVB Light Rail,Free Travel,163
2021-04,QVB Light Rail,School Student,319
2021-04,QVB Light Rail,Senior/Pensioner,20247
2021-04,QVB Light Rail,Sgl Trip LR Adult,267
2021-04,QVB Light Rail,Sgl Trip LR Child/Youth,228
2021-04,Queens Wharf Light Rail,Adult,4007
2021-04,Queens Wharf Light Rail,CTP,3102
2021-04,Queens Wharf Light Rail,Child/Youth,1168
2021-04,Queens Wharf Light Rail,Concession,386
2021-04,Queens Wharf Light Rail,Employee,70
2021-04,Queens Wharf Light Rail,Free Travel,78
2021-04,Queens Wharf Light Rail,School Student,173
2021-04,Queens Wharf Light Rail,Senior/Pensioner,3675
2021-04,Queens Wharf Light Rail,Sgl Trip LR Adult,19
2021-04,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,29
2021-04,Randwick Light Rail,Adult,29002
2021-04,Randwick Light Rail,CTP,13650
2021-04,Randwick Light Rail,Child/Youth,1650
2021-04,Randwick Light Rail,Concession,3252
2021-04,Randwick Light Rail,Day Pass without SAF,2
2021-04,Randwick Light Rail,Employee,112
2021-04,Randwick Light Rail,Free Travel,83
2021-04,Randwick Light Rail,School Student,274
2021-04,Randwick Light Rail,Senior/Pensioner,8211
2021-04,Randwick Light Rail,Sgl Trip LR Adult,38
2021-04,Randwick Light Rail,Sgl Trip LR Child/Youth,28
2021-04,Royal Randwick Light Rail,Adult,7097
2021-04,Royal Randwick Light Rail,CTP,4389
2021-04,Royal Randwick Light Rail,Child/Youth,547
2021-04,Royal Randwick Light Rail,Concession,1463
2021-04,Royal Randwick Light Rail,Employee,135
2021-04,Royal Randwick Light Rail,Free Travel,22
2021-04,Royal Randwick Light Rail,School Student,215
2021-04,Royal Randwick Light Rail,Senior/Pensioner,1837
2021-04,Royal Randwick Light Rail,Sgl Trip LR Adult,13
2021-04,Royal Randwick Light Rail,Sgl Trip LR Child/Youth,8
2021-04,Rozelle Bay Light Rail,Adult,3409
2021-04,Rozelle Bay Light Rail,CTP,1962
2021-04,Rozelle Bay Light Rail,Child/Youth,651
2021-04,Rozelle Bay Light Rail,Concession,282
2021-04,Rozelle Bay Light Rail,Employee,29
2021-04,Rozelle Bay Light Rail,Free Travel,7
2021-04,Rozelle Bay Light Rail,School Student,150
2021-04,Rozelle Bay Light Rail,Senior/Pensioner,1099
2021-04,Surry Hills Light Rail,Adult,20159
2021-04,Surry Hills Light Rail,CTP,17033
2021-04,Surry Hills Light Rail,Child/Youth,1297
2021-04,Surry Hills Light Rail,Concession,2810
2021-04,Surry Hills Light Rail,Day Pass without SAF,2
2021-04,Surry Hills Light Rail,Employee,160
2021-04,Surry Hills Light Rail,Free Travel,60
2021-04,Surry Hills Light Rail,School Student,145
2021-04,Surry Hills Light Rail,Senior/Pensioner,8438
2021-04,Surry Hills Light Rail,Sgl Trip LR Adult,23
2021-04,Surry Hills Light Rail,Sgl Trip LR Child/Youth,23
2021-04,Taverners Hill Light Rail,Adult,2335
2021-04,Taverners Hill Light Rail,CTP,1092
2021-04,Taverners Hill Light Rail,Child/Youth,398
2021-04,Taverners Hill Light Rail,Concession,161
2021-04,Taverners Hill Light Rail,Employee,20
2021-04,Taverners Hill Light Rail,Free Travel,9
2021-04,Taverners Hill Light Rail,School Student,384
2021-04,Taverners Hill Light Rail,Senior/Pensioner,553
2021-04,The Star Light Rail,Adult,22682
2021-04,The Star Light Rail,CTP,8221
2021-04,The Star Light Rail,Child/Youth,1479
2021-04,The Star Light Rail,Concession,1829
2021-04,The Star Light Rail,Employee,141
2021-04,The Star Light Rail,Free Travel,107
2021-04,The Star Light Rail,School Student,114
2021-04,The Star Light Rail,Senior/Pensioner,18726
2021-04,The Star Light Rail,Sgl Trip LR Adult,84
2021-04,The Star Light Rail,Sgl Trip LR Child/Youth,36
2021-04,Town Hall Light Rail,Adult,59788
2021-04,Town Hall Light Rail,CTP,36358
2021-04,Town Hall Light Rail,Child/Youth,9091
2021-04,Town Hall Light Rail,Concession,9098
2021-04,Town Hall Light Rail,Employee,481
2021-04,Town Hall Light Rail,Free Travel,161
2021-04,Town Hall Light Rail,School Student,934
2021-04,Town Hall Light Rail,Senior/Pensioner,18431
2021-04,Town Hall Light Rail,Sgl Trip LR Adult,120
2021-04,Town Hall Light Rail,Sgl Trip LR Child/Youth,94
2021-04,UNKNOWN,CTP,1
2021-04,UNKNOWN,School Student,1
2021-04,UNSW Anzac Parade Light Rail,Adult,16112
2021-04,UNSW Anzac Parade Light Rail,CTP,10356
2021-04,UNSW Anzac Parade Light Rail,Child/Youth,1585
2021-04,UNSW Anzac Parade Light Rail,Concession,33841
2021-04,UNSW Anzac Parade Light Rail,Employee,54
2021-04,UNSW Anzac Parade Light Rail,Free Travel,32
2021-04,UNSW Anzac Parade Light Rail,School Student,130
2021-04,UNSW Anzac Parade Light Rail,Senior/Pensioner,1869
2021-04,UNSW Anzac Parade Light Rail,Sgl Trip LR Adult,13
2021-04,UNSW Anzac Parade Light Rail,Sgl Trip LR Child/Youth,6
2021-04,UNSW High Street Light Rail,Adult,16927
2021-04,UNSW High Street Light Rail,CTP,8107
2021-04,UNSW High Street Light Rail,Child/Youth,775
2021-04,UNSW High Street Light Rail,Concession,18484
2021-04,UNSW High Street Light Rail,Employee,11
2021-04,UNSW High Street Light Rail,Free Travel,9
2021-04,UNSW High Street Light Rail,School Student,102
2021-04,UNSW High Street Light Rail,Senior/Pensioner,1257
2021-04,UNSW High Street Light Rail,Sgl Trip LR Adult,12
2021-04,UNSW High Street Light Rail,Sgl Trip LR Child/Youth,4
2021-04,Wansey Road Light Rail,Adult,4418
2021-04,Wansey Road Light Rail,CTP,3728
2021-04,Wansey Road Light Rail,Child/Youth,339
2021-04,Wansey Road Light Rail,Concession,487
2021-04,Wansey Road Light Rail,Employee,68
2021-04,Wansey Road Light Rail,Free Travel,13
2021-04,Wansey Road Light Rail,School Student,114
2021-04,Wansey Road Light Rail,Senior/Pensioner,811
2021-04,Wansey Road Light Rail,Sgl Trip LR Adult,4
2021-04,Waratah Mills Light Rail,Adult,2540
2021-04,Waratah Mills Light Rail,CTP,1215
2021-04,Waratah Mills Light Rail,Child/Youth,439
2021-04,Waratah Mills Light Rail,Concession,335
2021-04,Waratah Mills Light Rail,Employee,7
2021-04,Waratah Mills Light Rail,Free Travel,10
2021-04,Waratah Mills Light Rail,School Student,163
2021-04,Waratah Mills Light Rail,Senior/Pensioner,1060
2021-04,Waratah Mills Light Rail,Sgl Trip LR Child/Youth,1
2021-04,Wentworth Park Light Rail,Adult,4413
2021-04,Wentworth Park Light Rail,CTP,2839
2021-04,Wentworth Park Light Rail,Child/Youth,553
2021-04,Wentworth Park Light Rail,Concession,671
2021-04,Wentworth Park Light Rail,Employee,19
2021-04,Wentworth Park Light Rail,Free Travel,5
2021-04,Wentworth Park Light Rail,School Student,261
2021-04,Wentworth Park Light Rail,Senior/Pensioner,1167
2021-04,Wentworth Park Light Rail,Sgl Trip LR Child/Youth,2
2021-04,Wynyard Light Rail,Adult,56214
2021-04,Wynyard Light Rail,CTP,34457
2021-04,Wynyard Light Rail,Child/Youth,5822
2021-04,Wynyard Light Rail,Concession,7213
2021-04,Wynyard Light Rail,Day Pass without SAF,4
2021-04,Wynyard Light Rail,Employee,447
2021-04,Wynyard Light Rail,Free Travel,176
2021-04,Wynyard Light Rail,School Student,263
2021-04,Wynyard Light Rail,Senior/Pensioner,14811
2021-04,Wynyard Light Rail,Sgl Trip LR Adult,83
2021-04,Wynyard Light Rail,Sgl Trip LR Child/Youth,78
2021-05,Arlington Light Rail,Adult,5104
2021-05,Arlington Light Rail,CTP,2723
2021-05,Arlington Light Rail,Child/Youth,520
2021-05,Arlington Light Rail,Concession,388
2021-05,Arlington Light Rail,Employee,33
2021-05,Arlington Light Rail,Free Travel,11
2021-05,Arlington Light Rail,School Student,742
2021-05,Arlington Light Rail,Senior/Pensioner,1001
2021-05,Bridge Street Light Rail,Adult,35782
2021-05,Bridge Street Light Rail,CTP,24018
2021-05,Bridge Street Light Rail,Child/Youth,1177
2021-05,Bridge Street Light Rail,Concession,3196
2021-05,Bridge Street Light Rail,Employee,175
2021-05,Bridge Street Light Rail,Free Travel,72
2021-05,Bridge Street Light Rail,School Student,499
2021-05,Bridge Street Light Rail,Senior/Pensioner,6214
2021-05,Bridge Street Light Rail,Sgl Trip LR Adult,29
2021-05,Bridge Street Light Rail,Sgl Trip LR Child/Youth,19
2021-05,Capitol Square Light Rail,Adult,20199
2021-05,Capitol Square Light Rail,CTP,9095
2021-05,Capitol Square Light Rail,Child/Youth,1418
2021-05,Capitol Square Light Rail,Concession,1568
2021-05,Capitol Square Light Rail,Employee,169
2021-05,Capitol Square Light Rail,Free Travel,56
2021-05,Capitol Square Light Rail,School Student,449
2021-05,Capitol Square Light Rail,Senior/Pensioner,10778
2021-05,Capitol Square Light Rail,Sgl Trip LR Adult,40
2021-05,Capitol Square Light Rail,Sgl Trip LR Child/Youth,38
2021-05,Central Chalmers Street Light Rail,Adult,96633
2021-05,Central Chalmers Street Light Rail,CTP,41806
2021-05,Central Chalmers Street Light Rail,Child/Youth,4783
2021-05,Central Chalmers Street Light Rail,Concession,26530
2021-05,Central Chalmers Street Light Rail,Day Pass without SAF,7
2021-05,Central Chalmers Street Light Rail,Employee,863
2021-05,Central Chalmers Street Light Rail,Free Travel,194
2021-05,Central Chalmers Street Light Rail,School Student,10585
2021-05,Central Chalmers Street Light Rail,Senior/Pensioner,21960
2021-05,Central Chalmers Street Light Rail,Sgl Trip LR Adult,47
2021-05,Central Chalmers Street Light Rail,Sgl Trip LR Child/Youth,25
2021-05,Central Grand Concourse Light Rail,Adult,58982
2021-05,Central Grand Concourse Light Rail,CTP,21952
2021-05,Central Grand Concourse Light Rail,Child/Youth,3273
2021-05,Central Grand Concourse Light Rail,Concession,4848
2021-05,Central Grand Concourse Light Rail,Employee,553
2021-05,Central Grand Concourse Light Rail,Free Travel,194
2021-05,Central Grand Concourse Light Rail,School Student,1590
2021-05,Central Grand Concourse Light Rail,Senior/Pensioner,32835
2021-05,Central Grand Concourse Light Rail,Sgl Trip LR Adult,133
2021-05,Central Grand Concourse Light Rail,Sgl Trip LR Child/Youth,63
2021-05,Chinatown Light Rail,Adult,82810
2021-05,Chinatown Light Rail,CTP,49570
2021-05,Chinatown Light Rail,Child/Youth,4838
2021-05,Chinatown Light Rail,Concession,7901
2021-05,Chinatown Light Rail,Day Pass without SAF,2
2021-05,Chinatown Light Rail,Employee,539
2021-05,Chinatown Light Rail,Free Travel,147
2021-05,Chinatown Light Rail,School Student,722
2021-05,Chinatown Light Rail,Senior/Pensioner,22934
2021-05,Chinatown Light Rail,Sgl Trip LR Adult,150
2021-05,Chinatown Light Rail,Sgl Trip LR Child/Youth,92
2021-05,Circular Quay Light Rail,Adult,56520
2021-05,Circular Quay Light Rail,CTP,40364
2021-05,Circular Quay Light Rail,Child/Youth,6074
2021-05,Circular Quay Light Rail,Concession,5302
2021-05,Circular Quay Light Rail,Day Pass Child/Youth w/o SAF,30
2021-05,Circular Quay Light Rail,Day Pass without SAF,2
2021-05,Circular Quay Light Rail,Employee,745
2021-05,Circular Quay Light Rail,Free Travel,236
2021-05,Circular Quay Light Rail,School Student,363
2021-05,Circular Quay Light Rail,Senior/Pensioner,27259
2021-05,Circular Quay Light Rail,Sgl Trip LR Adult,369
2021-05,Circular Quay Light Rail,Sgl Trip LR Child/Youth,190
2021-05,Civic Light Rail,Adult,4851
2021-05,Civic Light Rail,CTP,4068
2021-05,Civic Light Rail,Child/Youth,361
2021-05,Civic Light Rail,Concession,2611
2021-05,Civic Light Rail,Day Pass without SAF,1
2021-05,Civic Light Rail,Employee,103
2021-05,Civic Light Rail,Free Travel,55
2021-05,Civic Light Rail,School Student,122
2021-05,Civic Light Rail,Senior/Pensioner,2246
2021-05,Civic Light Rail,Sgl Trip LR Adult,27
2021-05,Civic Light Rail,Sgl Trip LR Child/Youth,17
2021-05,Convention Light Rail,Adult,13175
2021-05,Convention Light Rail,CTP,5707
2021-05,Convention Light Rail,Child/Youth,1282
2021-05,Convention Light Rail,Concession,944
2021-05,Convention Light Rail,Employee,91
2021-05,Convention Light Rail,Free Travel,34
2021-05,Convention Light Rail,School Student,213
2021-05,Convention Light Rail,Senior/Pensioner,4252
2021-05,Convention Light Rail,Sgl Trip LR Adult,55
2021-05,Convention Light Rail,Sgl Trip LR Child/Youth,33
2021-05,Crown Street Light Rail,Adult,1636
2021-05,Crown Street Light Rail,CTP,1693
2021-05,Crown Street Light Rail,Child/Youth,147
2021-05,Crown Street Light Rail,Concession,215
2021-05,Crown Street Light Rail,Employee,53
2021-05,Crown Street Light Rail,Free Travel,14
2021-05,Crown Street Light Rail,School Student,27
2021-05,Crown Street Light Rail,Senior/Pensioner,1182
2021-05,Crown Street Light Rail,Sgl Trip LR Adult,12
2021-05,Crown Street Light Rail,Sgl Trip LR Child/Youth,8
2021-05,Dulwich Grove Light Rail,Adult,3788
2021-05,Dulwich Grove Light Rail,CTP,1867
2021-05,Dulwich Grove Light Rail,Child/Youth,307
2021-05,Dulwich Grove Light Rail,Concession,248
2021-05,Dulwich Grove Light Rail,Employee,51
2021-05,Dulwich Grove Light Rail,Free Travel,18
2021-05,Dulwich Grove Light Rail,School Student,572
2021-05,Dulwich Grove Light Rail,Senior/Pensioner,911
2021-05,Dulwich Hill Light Rail,Adult,9672
2021-05,Dulwich Hill Light Rail,CTP,3924
2021-05,Dulwich Hill Light Rail,Child/Youth,882
2021-05,Dulwich Hill Light Rail,Concession,813
2021-05,Dulwich Hill Light Rail,Employee,101
2021-05,Dulwich Hill Light Rail,Free Travel,26
2021-05,Dulwich Hill Light Rail,School Student,829
2021-05,Dulwich Hill Light Rail,Senior/Pensioner,2823
2021-05,Dulwich Hill Light Rail,Sgl Trip LR Adult,1
2021-05,ES Marks Light Rail,Adult,8108
2021-05,ES Marks Light Rail,CTP,4994
2021-05,ES Marks Light Rail,Child/Youth,426
2021-05,ES Marks Light Rail,Concession,1245
2021-05,ES Marks Light Rail,Employee,65
2021-05,ES Marks Light Rail,Free Travel,12
2021-05,ES Marks Light Rail,School Student,409
2021-05,ES Marks Light Rail,Senior/Pensioner,1662
2021-05,ES Marks Light Rail,Sgl Trip LR Adult,3
2021-05,ES Marks Light Rail,Sgl Trip LR Child/Youth,2
2021-05,Exhibition Centre Light Rail,Adult,7199
2021-05,Exhibition Centre Light Rail,CTP,3527
2021-05,Exhibition Centre Light Rail,Child/Youth,713
2021-05,Exhibition Centre Light Rail,Concession,538
2021-05,Exhibition Centre Light Rail,Employee,48
2021-05,Exhibition Centre Light Rail,Free Travel,16
2021-05,Exhibition Centre Light Rail,School Student,244
2021-05,Exhibition Centre Light Rail,Senior/Pensioner,2846
2021-05,Exhibition Centre Light Rail,Sgl Trip LR Adult,8
2021-05,Exhibition Centre Light Rail,Sgl Trip LR Child/Youth,2
2021-05,Fish Market Light Rail,Adult,11000
2021-05,Fish Market Light Rail,CTP,5181
2021-05,Fish Market Light Rail,Child/Youth,622
2021-05,Fish Market Light Rail,Concession,616
2021-05,Fish Market Light Rail,Employee,92
2021-05,Fish Market Light Rail,Free Travel,27
2021-05,Fish Market Light Rail,School Student,401
2021-05,Fish Market Light Rail,Senior/Pensioner,3440
2021-05,Fish Market Light Rail,Sgl Trip LR Adult,14
2021-05,Fish Market Light Rail,Sgl Trip LR Child/Youth,11
2021-05,Glebe Light Rail,Adult,5086
2021-05,Glebe Light Rail,CTP,3045
2021-05,Glebe Light Rail,Child/Youth,671
2021-05,Glebe Light Rail,Concession,677
2021-05,Glebe Light Rail,Employee,8
2021-05,Glebe Light Rail,Free Travel,21
2021-05,Glebe Light Rail,School Student,1017
2021-05,Glebe Light Rail,Senior/Pensioner,1594
2021-05,Glebe Light Rail,Sgl Trip LR Adult,5
2021-05,Glebe Light Rail,Sgl Trip LR Child/Youth,8
2021-05,Hawthorne Light Rail,Adult,4012
2021-05,Hawthorne Light Rail,CTP,2208
2021-05,Hawthorne Light Rail,Child/Youth,486
2021-05,Hawthorne Light Rail,Concession,371
2021-05,Hawthorne Light Rail,Employee,17
2021-05,Hawthorne Light Rail,Free Travel,1
2021-05,Hawthorne Light Rail,School Student,487
2021-05,Hawthorne Light Rail,Senior/Pensioner,1107
2021-05,Haymarket Light Rail,Adult,33056
2021-05,Haymarket Light Rail,CTP,20697
2021-05,Haymarket Light Rail,Child/Youth,1921
2021-05,Haymarket Light Rail,Concession,7147
2021-05,Haymarket Light Rail,Day Pass without SAF,3
2021-05,Haymarket Light Rail,Employee,430
2021-05,Haymarket Light Rail,Free Travel,84
2021-05,Haymarket Light Rail,School Student,461
2021-05,Haymarket Light Rail,Senior/Pensioner,11591
2021-05,Haymarket Light Rail,Sgl Trip LR Adult,34
2021-05,Haymarket Light Rail,Sgl Trip LR Child/Youth,19
2021-05,Honeysuckle Light Rail,Adult,2674
2021-05,Honeysuckle Light Rail,CTP,2344
2021-05,Honeysuckle Light Rail,Child/Youth,299
2021-05,Honeysuckle Light Rail,Concession,636
2021-05,Honeysuckle Light Rail,Employee,126
2021-05,Honeysuckle Light Rail,Free Travel,47
2021-05,Honeysuckle Light Rail,School Student,446
2021-05,Honeysuckle Light Rail,Senior/Pensioner,2034
2021-05,Honeysuckle Light Rail,Sgl Trip LR Adult,14
2021-05,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,15
2021-05,John Street Square Light Rail,Adult,8091
2021-05,John Street Square Light Rail,CTP,4465
2021-05,John Street Square Light Rail,Child/Youth,440
2021-05,John Street Square Light Rail,Concession,559
2021-05,John Street Square Light Rail,Employee,51
2021-05,John Street Square Light Rail,Free Travel,22
2021-05,John Street Square Light Rail,School Student,227
2021-05,John Street Square Light Rail,Senior/Pensioner,2285
2021-05,John Street Square Light Rail,Sgl Trip LR Adult,1
2021-05,Jubilee Park Light Rail,Adult,9198
2021-05,Jubilee Park Light Rail,CTP,5847
2021-05,Jubilee Park Light Rail,Child/Youth,1712
2021-05,Jubilee Park Light Rail,Concession,577
2021-05,Jubilee Park Light Rail,Employee,39
2021-05,Jubilee Park Light Rail,Free Travel,10
2021-05,Jubilee Park Light Rail,School Student,2457
2021-05,Jubilee Park Light Rail,Senior/Pensioner,2132
2021-05,Jubilee Park Light Rail,Sgl Trip LR Adult,10
2021-05,Jubilee Park Light Rail,Sgl Trip LR Child/Youth,14
2021-05,Juniors Kingsford Light Rail,Adult,12312
2021-05,Juniors Kingsford Light Rail,CTP,6619
2021-05,Juniors Kingsford Light Rail,Child/Youth,983
2021-05,Juniors Kingsford Light Rail,Concession,1619
2021-05,Juniors Kingsford Light Rail,Employee,188
2021-05,Juniors Kingsford Light Rail,Free Travel,43
2021-05,Juniors Kingsford Light Rail,School Student,550
2021-05,Juniors Kingsford Light Rail,Senior/Pensioner,6792
2021-05,Juniors Kingsford Light Rail,Sgl Trip LR Adult,22
2021-05,Juniors Kingsford Light Rail,Sgl Trip LR Child/Youth,13
2021-05,Kensington Light Rail,Adult,10098
2021-05,Kensington Light Rail,CTP,6762
2021-05,Kensington Light Rail,Child/Youth,533
2021-05,Kensington Light Rail,Concession,1893
2021-05,Kensington Light Rail,Employee,157
2021-05,Kensington Light Rail,Free Travel,33
2021-05,Kensington Light Rail,School Student,309
2021-05,Kensington Light Rail,Senior/Pensioner,2281
2021-05,Kensington Light Rail,Sgl Trip LR Adult,3
2021-05,Kensington Light Rail,Sgl Trip LR Child/Youth,3
2021-05,Kingsford Light Rail,Adult,14638
2021-05,Kingsford Light Rail,CTP,8199
2021-05,Kingsford Light Rail,Child/Youth,568
2021-05,Kingsford Light Rail,Concession,2573
2021-05,Kingsford Light Rail,Day Pass without SAF,2
